fn,tid,title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
titles03/index.html.1640,tt0082406,Cap und Capper (1981),cap und capper,http://www.imdb.com/title/tt0082406/,7.3,46024,4980,1981,video.movie,1,2,38,78,75,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1641,tt0082416,Die Geliebte des französischen Leutnants (1981),die geliebte des franz sischen leutnants,http://www.imdb.com/title/tt0082416/,6.9,7362,7440,1981,video.movie,10,13,19,70,54,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1644,tt0082495,Halloween II - Das Grauen kehrt zurück (1981),halloween ii das grauen kehrt zur ck,http://www.imdb.com/title/tt0082495/,6.5,38710,5520,1981,video.movie,0,0,28,350,448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1645,tt0082517,Mel Brooks - Die verrückte Geschichte der Welt (1981),mel brooks die verr ckte geschichte der welt,http://www.imdb.com/title/tt0082517/,6.8,28291,5520,1981,video.movie,0,0,12,60,126,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1647,tt0082694,Mad Max 2 - Der Vollstrecker (1981),mad max der vollstrecker,http://www.imdb.com/title/tt0082694/,7.6,86747,5700,1981,video.movie,8,8,49,209,244,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1648,tt0082733,Memoiren einer Überlebenden (1981),memoiren einer berlebenden,http://www.imdb.com/title/tt0082733/,5.6,148,6900,1981,video.movie,3,2,4,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1649,tt0082736,Mephisto (1981),mephisto,http://www.imdb.com/title/tt0082736/,7.8,5884,8640,1981,video.movie,12,2,9,14,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.165,tt0025249,Hi'-Neighbor! (1934),hi neighbor,http://www.imdb.com/title/tt0025249/,7.4,128,1020,1934,video.movie,0,0,2,0,8,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.1650,tt0082763,Modern Problems (1981),modern problems,http://www.imdb.com/title/tt0082763/,4.9,3168,5340,1981,video.movie,0,0,3,6,40,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1651,tt0082776,Die Frau mit der 45er Magnum (1981),die frau mit der er magnum,http://www.imdb.com/title/tt0082776/,6.8,3579,4800,1981,video.movie,0,0,11,156,58,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1652,tt0082846,Am goldenen See (1981),am goldenen see,http://www.imdb.com/title/tt0082846/,7.7,17871,6540,1981,video.movie,14,20,26,118,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1653,tt0082869,Outland - Planet der Verdammten (1981),outland planet der verdammten,http://www.imdb.com/title/tt0082869/,6.6,17661,6720,1981,video.movie,1,6,40,54,125,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1654,tt0082934,Wenn der Postmann zweimal klingelt (1981),wenn der postmann zweimal klingelt,http://www.imdb.com/title/tt0082934/,6.6,13553,7320,1981,video.movie,1,1,14,70,41,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1655,tt0082949,Der Profi (1981),der profi,http://www.imdb.com/title/tt0082949/,7.8,6966,6480,1981,video.movie,1,1,16,4,34,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1656,tt0082951,Forke des Todes (1981),forke des todes,http://www.imdb.com/title/tt0082951/,6.1,4140,5340,1981,video.movie,0,0,4,23,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1657,tt0082970,Ragtime (1981),ragtime,http://www.imdb.com/title/tt0082970/,7.3,5562,9300,1981,video.movie,2,12,47,49,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1659,tt0083000,Truck Driver - Gejagt von einem Serienkiller (1981),truck driver gejagt von einem serienkiller,http://www.imdb.com/title/tt0083000/,6.7,2258,6060,1981,video.movie,0,0,4,32,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1660,tt0083081,Silsila (1981),silsila,http://www.imdb.com/title/tt0083081/,7.5,1509,10920,1981,video.movie,0,0,7,78,12,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1661,tt0083111,Die letzten Amerikaner (1981),die letzten amerikaner,http://www.imdb.com/title/tt0083111/,7.2,9855,6360,1981,video.movie,0,0,8,83,119,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1663,tt0083349,Yaarana (1981),yaarana,http://www.imdb.com/title/tt0083349/,7.1,639,,1981,video.movie,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1664,tt0083412,Fame (TV Series 1982–1987),fame tv series,http://www.imdb.com/title/tt0083412/,6.8,1417,3600,1987,video.tv,11,36,30,8,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1665,tt0083413,Familienbande (TV Series 1982–1989),familienbande tv series,http://www.imdb.com/title/tt0083413/,7.1,8961,1800,1989,video.tv,21,41,53,632,53,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1666,tt0083430,The Incredible Hulk (TV Series 1982– ),the incredible hulk tv series,http://www.imdb.com/title/tt0083430/,6.9,643,1440,1982,video.tv,0,0,4,2,10,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1667,tt0083437,Knight Rider (TV Series 1982–1986),knight rider tv series,http://www.imdb.com/title/tt0083437/,6.8,14656,2760,1986,video.tv,3,6,45,293,76,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1668,tt0083470,Remington Steele (TV Series 1982–1987),remington steele tv series,http://www.imdb.com/title/tt0083470/,7.3,3536,3600,1987,video.tv,1,1,51,85,27,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1669,tt0083502,Whoops Apocalypse (TV Series 1982– ),whoops apocalypse tv series,http://www.imdb.com/title/tt0083502/,7.5,145,1800,1982,video.tv,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.167,tt0025338,Kagirinaki hodô (1934),kagirinaki hod,http://www.imdb.com/title/tt0025338/,7.0,147,5220,1934,video.movie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1670,tt0083511,Nur 48 Stunden (1982),nur stunden,http://www.imdb.com/title/tt0083511/,6.9,41673,5760,1982,video.movie,2,1,20,8,99,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1671,tt0083590,The Atomic Cafe (1982),the atomic cafe,http://www.imdb.com/title/tt0083590/,7.7,2907,5160,1982,video.movie,1,1,13,6,45,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1672,tt0083630,Beastmaster - Der Befreier (1982),beastmaster der befreier,http://www.imdb.com/title/tt0083630/,6.1,12462,7080,1982,video.movie,1,1,28,42,75,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1677,tt0083851,Der Kontrakt des Zeichners (1982),der kontrakt des zeichners,http://www.imdb.com/title/tt0083851/,7.3,6001,6480,1982,video.movie,0,0,15,19,35,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1679,tt0083907,Tanz der Teufel (1981),tanz der teufel,http://www.imdb.com/title/tt0083907/,7.6,108160,5100,1981,video.movie,3,1,37,872,707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.168,tt0025347,Kid Millions (1934),kid millions,http://www.imdb.com/title/tt0025347/,7.8,339,5400,1934,video.movie,0,0,8,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1682,tt0083929,Ich glaub' ich steh' im Wald (1982),ich glaub ich steh im wald,http://www.imdb.com/title/tt0083929/,7.2,57060,5400,1982,video.movie,1,1,32,421,208,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1683,tt0083944,Rambo (1982),rambo,http://www.imdb.com/title/tt0083944/,7.6,135369,5580,1982,video.movie,0,0,54,803,328,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1684,tt0083946,Fitzcarraldo (1982),fitzcarraldo,http://www.imdb.com/title/tt0083946/,8.1,16809,9480,1982,video.movie,4,3,17,159,76,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1686,tt0084237,Das letzte Einhorn (1982),das letzte einhorn,http://www.imdb.com/title/tt0084237/,7.5,15438,5520,1982,video.movie,0,0,24,53,147,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1687,tt0084329,Eine Sommernachts-Sexkomödie (1982),eine sommernachts sexkom die,http://www.imdb.com/title/tt0084329/,6.8,11827,5280,1982,video.movie,0,0,25,12,43,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1689,tt0084385,Namak Halaal (1982),namak halaal,http://www.imdb.com/title/tt0084385/,7.4,966,,1982,video.movie,1,1,0,0,8,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.169,tt0025452,Der Mann\, der zuviel wußte (1934),der mann der zuviel wu te,http://www.imdb.com/title/tt0025452/,6.9,10294,4500,1934,video.movie,2,0,52,4,91,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1690,tt0084422,Die Nacht von San Lorenzo (1982),die nacht von san lorenzo,http://www.imdb.com/title/tt0084422/,7.5,2158,6300,1982,video.movie,16,6,11,7,18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
titles03/index.html.1691,tt0084503,Pink Floyd The Wall (1982),pink floyd the wall,http://www.imdb.com/title/tt0084503/,8.0,49016,5700,1982,video.movie,0,1,46,17,241,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1692,tt0084516,Poltergeist (1982),poltergeist,http://www.imdb.com/title/tt0084516/,7.4,75781,6840,1982,video.movie,4,4,80,592,282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1693,tt0084532,Prem Rog (1982),prem rog,http://www.imdb.com/title/tt0084532/,7.2,471,,1982,video.movie,4,0,8,14,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1694,tt0084602,Rocky III - Das Auge des Tigers (1982),rocky iii das auge des tigers,http://www.imdb.com/title/tt0084602/,6.6,79126,5940,1982,video.movie,1,7,49,188,164,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
titles03/index.html.1695,tt0084630,Satte Pe Satta (1982),satte pe satta,http://www.imdb.com/title/tt0084630/,7.2,1309,9600,1982,video.movie,0,0,0,0,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1696,tt0084649,Mrs. Brisby und das Geheimnis von NIMH (1982),mrs brisby und das geheimnis von nimh,http://www.imdb.com/title/tt0084649/,7.6,21304,4920,1982,video.movie,1,2,61,56,136,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1697,tt0084667,Shakti (1982),shakti,http://www.imdb.com/title/tt0084667/,7.8,941,9960,1982,video.movie,4,1,0,0,17,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1698,tt0084719,Der New York Ripper (1982),der new york ripper,http://www.imdb.com/title/tt0084719/,6.4,5211,5460,1982,video.movie,0,0,10,36,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1699,tt0084725,Der Stand der Dinge (1982),der stand der dinge,http://www.imdb.com/title/tt0084725/,7.2,1547,7260,1982,video.movie,4,0,3,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.170,tt0025464,Manhattan Melodrama (1934),manhattan melodrama,http://www.imdb.com/title/tt0025464/,7.2,2017,5580,1934,video.movie,0,0,2,6,30,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1700,tt0084726,Star Trek II: Der Zorn des Khan (1982),star trek ii der zorn des khan,http://www.imdb.com/title/tt0084726/,7.8,75665,6780,1982,video.movie,2,8,132,311,326,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1703,tt0084827,Tron (1982),tron,http://www.imdb.com/title/tt0084827/,6.8,78310,5760,1982,video.movie,1,6,31,1549,261,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1705,tt0084917,Garp und wie er die Welt sah (1982),garp und wie er die welt sah,http://www.imdb.com/title/tt0084917/,7.1,16802,8160,1982,video.movie,8,1,14,56,78,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1706,tt0084935,Einer gegen das Imperium (1983),einer gegen das imperium,http://www.imdb.com/title/tt0084935/,4.0,1673,5280,1983,video.movie,0,0,4,11,48,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1707,tt0084945,Der Typ mit dem irren Blick (1982),der typ mit dem irren blick,http://www.imdb.com/title/tt0084945/,4.7,3804,5880,1982,video.movie,0,0,7,0,45,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1708,tt0085017,Die Fraggles (TV Series 1983–1987),die fraggles tv series,http://www.imdb.com/title/tt0085017/,8.0,2851,1800,1987,video.tv,4,3,7,302,24,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1709,tt0085051,Ein Fall für Professor Chase (TV Series 1983– ),ein fall f r professor chase tv series,http://www.imdb.com/title/tt0085051/,6.5,625,3600,1983,video.tv,0,0,0,0,23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.171,tt0025489,Men in White (1934),men in white,http://www.imdb.com/title/tt0025489/,6.4,314,4440,1934,video.movie,0,0,0,0,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1710,tt0085054,Martin Luther (TV Series 1983– ),martin luther tv series,http://www.imdb.com/title/tt0085054/,6.8,12,5400,1983,video.tv,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1712,tt0085180,Das Geld (1983),das geld,http://www.imdb.com/title/tt0085180/,7.6,3971,5100,1983,video.movie,3,2,8,10,31,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1713,tt0085201,La avispita Ruinasa (1983),la avispita ruinasa,http://www.imdb.com/title/tt0085201/,2.4,12,,1983,video.movie,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1715,tt0085271,Projekt Brainstorm (1983),projekt brainstorm,http://www.imdb.com/title/tt0085271/,6.5,7088,6360,1983,video.movie,2,6,14,65,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
titles03/index.html.1716,tt0085327,Zwei Asse trumpfen auf (1981),zwei asse trumpfen auf,http://www.imdb.com/title/tt0085327/,7.1,4921,6480,1981,video.movie,0,0,2,0,19,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1719,tt0085361,Coolie (1983),coolie,http://www.imdb.com/title/tt0085361/,6.7,844,10620,1983,video.movie,0,0,0,0,14,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.172,tt0025493,Die lustige Witwe (1934),die lustige witwe,http://www.imdb.com/title/tt0025493/,7.6,1597,5940,1934,video.movie,0,0,0,0,26,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1720,tt0085384,Der Fluch des rosaroten Panthers (1983),der fluch des rosaroten panthers,http://www.imdb.com/title/tt0085384/,4.2,3608,6540,1983,video.movie,0,0,20,9,36,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1721,tt0085404,Der Tag danach (TV Movie 1983),der tag danach tv movie,http://www.imdb.com/title/tt0085404/,7.0,8772,7620,1983,video.movie,3,10,11,501,149,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1722,tt0085461,Ein ungleiches Paar (1983),ein ungleiches paar,http://www.imdb.com/title/tt0085461/,7.6,2940,7080,1983,video.movie,5,12,7,57,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1723,tt0085475,Eddie and the Cruisers (1983),eddie and the cruisers,http://www.imdb.com/title/tt0085475/,6.8,4442,5700,1983,video.movie,0,0,11,15,60,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1725,tt0085611,A Good Turn Daily (1983),a good turn daily,http://www.imdb.com/title/tt0085611/,6.9,29,780,1983,video.movie,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
titles03/index.html.1726,tt0085636,Halloween III (1982),halloween iii,http://www.imdb.com/title/tt0085636/,4.3,22344,5880,1982,video.movie,0,0,21,125,498,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1727,tt0085640,Hammett (1982),hammett,http://www.imdb.com/title/tt0085640/,6.5,1780,5820,1982,video.movie,0,0,6,12,17,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1728,tt0085642,Hanna K. (1983),hanna k,http://www.imdb.com/title/tt0085642/,6.6,345,6660,1983,video.movie,0,0,3,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1729,tt0085701,Begierde (1983),begierde,http://www.imdb.com/title/tt0085701/,6.6,13701,5820,1983,video.movie,0,0,20,220,109,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.173,tt0025536,Liebesreigen (1934),liebesreigen,http://www.imdb.com/title/tt0025536/,8.4,748,5100,1934,video.movie,0,0,5,4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1730,tt0085704,Ein Sprung in der Schüssel (1983),ein sprung in der sch ssel,http://www.imdb.com/title/tt0085704/,5.7,542,5220,1983,video.movie,0,0,2,0,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1732,tt0085750,Der weiße Hai 3 (1983),der wei e hai,http://www.imdb.com/title/tt0085750/,3.5,22653,5940,1983,video.movie,0,0,24,58,243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1733,tt0085776,Katha (1983),katha,http://www.imdb.com/title/tt0085776/,7.8,602,8460,1983,video.movie,0,0,0,0,12,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1735,tt0085809,Koyaanisqatsi - Prophezeiung (1982),koyaanisqatsi prophezeiung,http://www.imdb.com/title/tt0085809/,8.3,20774,5160,1982,video.movie,5,1,21,86,178,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1736,tt0085811,Krull (1983),krull,http://www.imdb.com/title/tt0085811/,6.0,19222,7260,1983,video.movie,0,0,22,56,167,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1737,tt0085886,Mahaan (1983),mahaan,http://www.imdb.com/title/tt0085886/,6.4,227,,1983,video.movie,0,0,0,0,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1738,tt0085896,Mandi (1983),mandi,http://www.imdb.com/title/tt0085896/,7.5,346,10020,1983,video.movie,0,0,0,0,5,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1739,tt0085905,Marlene (1984),marlene,http://www.imdb.com/title/tt0085905/,7.5,511,5640,1984,video.movie,5,1,5,0,13,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.174,tt0025617,Der bunte Schleier (1934),der bunte schleier,http://www.imdb.com/title/tt0025617/,6.7,760,5100,1934,video.movie,0,0,5,0,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1740,tt0085933,Furyo - Merry Christmas\, Mr. Lawrence (1983),furyo merry christmas mr lawrence,http://www.imdb.com/title/tt0085933/,7.3,8139,7380,1983,video.movie,8,6,35,52,62,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
titles03/index.html.1742,tt0085995,Die schrillen Vier auf Achse (1983),die schrillen vier auf achse,http://www.imdb.com/title/tt0085995/,7.4,50217,5880,1983,video.movie,0,0,29,547,156,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1745,tt0086034,James Bond 007 - Octopussy (1983),james bond octopussy,http://www.imdb.com/title/tt0086034/,6.6,57577,7860,1983,video.movie,2,3,20,154,201,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1748,tt0086197,Der Stoff aus dem die Helden sind (1983),der stoff aus dem die helden sind,http://www.imdb.com/title/tt0086197/,7.9,37855,11580,1983,video.movie,11,11,50,232,166,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.175,tt0025878,Der dünne Mann (1934),der d nne mann,http://www.imdb.com/title/tt0025878/,8.2,17245,5460,1934,video.movie,2,0,15,230,118,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1750,tt0086216,Rumble Fish (1983),rumble fish,http://www.imdb.com/title/tt0086216/,7.3,19790,5640,1983,video.movie,2,1,26,79,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titles03/index.html.1751,tt0086231,Sagara Sangamam (1983),sagara sangamam,http://www.imdb.com/title/tt0086231/,7.9,800,9600,1983,video.movie,2,0,0,0,13,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
titles03/index.html.1753,tt0086312,Silkwood (1983),silkwood,http://www.imdb.com/title/tt0086312/,7.2,11173,7860,1983,video.movie,5,8,26,195,73,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
titles03/index.html.1754,tt0086346,Spacehunter - Jäger im All (1983),spacehunter j ger im all,http://www.imdb.com/title/tt0086346/,5.2,3178,5400,1983,video.movie,0,0,10,8,43,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
titles03/index.html.1755,tt0086350,Special Bulletin (TV Movie 1983),special bulletin tv movie,http://www.imdb.com/title/tt0086350/,7.7,636,6180,1983,video.movie,3,2,3,5,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
